FECHA;CODIGO AGENCIA;AGENCIA;CODIGO PRODUCTO;PRODUCTO;MONTO
22/9/2020;A7;POTOSÍ;HO;PARA EL HOGAR;446
22/9/2020;A7;POTOSÍ;JU;JUGUETES;1236
22/9/2020;A7;POTOSÍ;LI;LIMPIEZA;1338
22/9/2020;A7;POTOSÍ;MM;MUEBLES;1054
22/9/2020;A7;POTOSÍ;RM;ROPA PARA MUJER;364
22/9/2020;A7;POTOSÍ;RN;ROPA PARA NIÑOS;888
22/9/2020;A7;POTOSÍ;RV;ROPA PARA VARÓN;1333
22/9/2020;A7;POTOSÍ;SM;SMARTPHONES;1521
22/9/2020;A7;POTOSÍ;VA;VARIOS;394
22/9/2020;A8;TRINIDAD;AC;ACCESORIOS;722
22/9/2020;A8;TRINIDAD;CC;COMPUTACIÓN;375
22/9/2020;A8;TRINIDAD;CO;COSMÉTICOS;1487
22/9/2020;A8;TRINIDAD;CZ;CALZADOS;487
22/9/2020;A8;TRINIDAD;DD;DEPORTES;894
22/9/2020;A8;TRINIDAD;EE;ELECTRODOMÉSTICOS;1098
22/9/2020;A8;TRINIDAD;HO;PARA EL HOGAR;1141
22/9/2020;A8;TRINIDAD;JU;JUGUETES;1398
22/9/2020;A8;TRINIDAD;LI;LIMPIEZA;1267
22/9/2020;A8;TRINIDAD;MM;MUEBLES;884
22/9/2020;A8;TRINIDAD;RM;ROPA PARA MUJER;1105
22/9/2020;A8;TRINIDAD;RN;ROPA PARA NIÑOS;320
22/9/2020;A8;TRINIDAD;RV;ROPA PARA VARÓN;1234
22/9/2020;A8;TRINIDAD;SM;SMARTPHONES;793
22/9/2020;A8;TRINIDAD;VA;VARIOS;337
22/9/2020;A9;COBIJA;AC;ACCESORIOS;993
22/9/2020;A9;COBIJA;CC;COMPUTACIÓN;1346
22/9/2020;A9;COBIJA;CO;COSMÉTICOS;858
22/9/2020;A9;COBIJA;CZ;CALZADOS;1399
22/9/2020;A9;COBIJA;DD;DEPORTES;550
22/9/2020;A9;COBIJA;EE;ELECTRODOMÉSTICOS;1585
22/9/2020;A9;COBIJA;HO;PARA EL HOGAR;1391
22/9/2020;A9;COBIJA;JU;JUGUETES;1042
22/9/2020;A9;COBIJA;LI;LIMPIEZA;725
22/9/2020;A9;COBIJA;MM;MUEBLES;618
22/9/2020;A9;COBIJA;RM;ROPA PARA MUJER;871
22/9/2020;A9;COBIJA;RN;ROPA PARA NIÑOS;991
22/9/2020;A9;COBIJA;RV;ROPA PARA VARÓN;1603
22/9/2020;A9;COBIJA;SM;SMARTPHONES;394
22/9/2020;A9;COBIJA;VA;VARIOS;847
21/9/2020;A1;LA PAZ;AC;ACCESORIOS;905
21/9/2020;A1;LA PAZ;CC;COMPUTACIÓN;875
21/9/2020;A1;LA PAZ;CO;COSMÉTICOS;1532
21/9/2020;A1;LA PAZ;CZ;CALZADOS;1565
21/9/2020;A1;LA PAZ;DD;DEPORTES;660
21/9/2020;A1;LA PAZ;EE;ELECTRODOMÉSTICOS;433
21/9/2020;A1;LA PAZ;HO;PARA EL HOGAR;527
21/9/2020;A1;LA PAZ;JU;JUGUETES;1053
21/9/2020;A1;LA PAZ;LI;LIMPIEZA;1434
21/9/2020;A1;LA PAZ;MM;MUEBLES;1358
21/9/2020;A1;LA PAZ;RM;ROPA PARA MUJER;577
21/9/2020;A1;LA PAZ;RN;ROPA PARA NIÑOS;1579
21/9/2020;A1;LA PAZ;RV;ROPA PARA VARÓN;1104
21/9/2020;A1;LA PAZ;SM;SMARTPHONES;571
21/9/2020;A1;LA PAZ;VA;VARIOS;801
21/9/2020;A2;COCHABAMBA;AC;ACCESORIOS;1295
21/9/2020;A2;COCHABAMBA;CC;COMPUTACIÓN;1515
21/9/2020;A2;COCHABAMBA;CO;COSMÉTICOS;629
21/9/2020;A2;COCHABAMBA;CZ;CALZADOS;1352
21/9/2020;A2;COCHABAMBA;DD;DEPORTES;437
21/9/2020;A2;COCHABAMBA;EE;ELECTRODOMÉSTICOS;806
21/9/2020;A2;COCHABAMBA;HO;PARA EL HOGAR;1163
21/9/2020;A2;COCHABAMBA;JU;JUGUETES;769
21/9/2020;A2;COCHABAMBA;LI;LIMPIEZA;1184
21/9/2020;A2;COCHABAMBA;MM;MUEBLES;431
21/9/2020;A2;COCHABAMBA;RM;ROPA PARA MUJER;578
21/9/2020;A2;COCHABAMBA;RN;ROPA PARA NIÑOS;1257
21/9/2020;A2;COCHABAMBA;RV;ROPA PARA VARÓN;582
21/9/2020;A2;COCHABAMBA;SM;SMARTPHONES;1497
21/9/2020;A2;COCHABAMBA;VA;VARIOS;534
21/9/2020;A3;SANTA CRUZ;AC;ACCESORIOS;1133
21/9/2020;A3;SANTA CRUZ;CC;COMPUTACIÓN;624
21/9/2020;A3;SANTA CRUZ;CO;COSMÉTICOS;1008
21/9/2020;A3;SANTA CRUZ;CZ;CALZADOS;1012
21/9/2020;A3;SANTA CRUZ;DD;DEPORTES;340
21/9/2020;A3;SANTA CRUZ;EE;ELECTRODOMÉSTICOS;666
21/9/2020;A3;SANTA CRUZ;HO;PARA EL HOGAR;562
21/9/2020;A3;SANTA CRUZ;JU;JUGUETES;803
21/9/2020;A3;SANTA CRUZ;LI;LIMPIEZA;391
21/9/2020;A3;SANTA CRUZ;MM;MUEBLES;473
21/9/2020;A3;SANTA CRUZ;RM;ROPA PARA MUJER;1121
21/9/2020;A3;SANTA CRUZ;RN;ROPA PARA NIÑOS;1529
21/9/2020;A3;SANTA CRUZ;RV;ROPA PARA VARÓN;594
21/9/2020;A3;SANTA CRUZ;SM;SMARTPHONES;779
21/9/2020;A3;SANTA CRUZ;VA;VARIOS;1350
21/9/2020;A4;TARIJA;AC;ACCESORIOS;1378
21/9/2020;A4;TARIJA;CC;COMPUTACIÓN;865
21/9/2020;A4;TARIJA;CO;COSMÉTICOS;386
21/9/2020;A4;TARIJA;CZ;CALZADOS;1417
21/9/2020;A4;TARIJA;DD;DEPORTES;384
21/9/2020;A4;TARIJA;EE;ELECTRODOMÉSTICOS;1356
21/9/2020;A4;TARIJA;HO;PARA EL HOGAR;1628
21/9/2020;A4;TARIJA;JU;JUGUETES;1187
21/9/2020;A4;TARIJA;LI;LIMPIEZA;1535
21/9/2020;A4;TARIJA;MM;MUEBLES;739
21/9/2020;A4;TARIJA;RM;ROPA PARA MUJER;866
21/9/2020;A4;TARIJA;RN;ROPA PARA NIÑOS;1226
21/9/2020;A4;TARIJA;RV;ROPA PARA VARÓN;709
21/9/2020;A4;TARIJA;SM;SMARTPHONES;821
21/9/2020;A4;TARIJA;VA;VARIOS;658
21/9/2020;A5;SUCRE;AC;ACCESORIOS;310
21/9/2020;A5;SUCRE;CC;COMPUTACIÓN;379
21/9/2020;A5;SUCRE;CO;COSMÉTICOS;460
21/9/2020;A5;SUCRE;CZ;CALZADOS;713
21/9/2020;A5;SUCRE;DD;DEPORTES;1160
21/9/2020;A5;SUCRE;EE;ELECTRODOMÉSTICOS;523
21/9/2020;A5;SUCRE;HO;PARA EL HOGAR;1558
21/9/2020;A5;SUCRE;JU;JUGUETES;1294
21/9/2020;A5;SUCRE;LI;LIMPIEZA;523
21/9/2020;A5;SUCRE;MM;MUEBLES;1020
21/9/2020;A5;SUCRE;RM;ROPA PARA MUJER;1310
21/9/2020;A5;SUCRE;RN;ROPA PARA NIÑOS;934
21/9/2020;A5;SUCRE;RV;ROPA PARA VARÓN;336
21/9/2020;A5;SUCRE;SM;SMARTPHONES;882
21/9/2020;A5;SUCRE;VA;VARIOS;367
21/9/2020;A6;ORURO;AC;ACCESORIOS;1322
21/9/2020;A6;ORURO;CC;COMPUTACIÓN;757
21/9/2020;A6;ORURO;CO;COSMÉTICOS;1599
21/9/2020;A6;ORURO;CZ;CALZADOS;426
21/9/2020;A6;ORURO;DD;DEPORTES;1539
21/9/2020;A6;ORURO;EE;ELECTRODOMÉSTICOS;466
21/9/2020;A6;ORURO;HO;PARA EL HOGAR;1017
21/9/2020;A6;ORURO;JU;JUGUETES;1239
21/9/2020;A6;ORURO;LI;LIMPIEZA;1113
21/9/2020;A6;ORURO;MM;MUEBLES;1184
21/9/2020;A6;ORURO;RM;ROPA PARA MUJER;778
21/9/2020;A6;ORURO;RN;ROPA PARA NIÑOS;620
21/9/2020;A6;ORURO;RV;ROPA PARA VARÓN;1332
21/9/2020;A6;ORURO;SM;SMARTPHONES;614
21/9/2020;A6;ORURO;VA;VARIOS;1299
21/9/2020;A7;POTOSÍ;AC;ACCESORIOS;407
21/9/2020;A7;POTOSÍ;CC;COMPUTACIÓN;309
21/9/2020;A7;POTOSÍ;CO;COSMÉTICOS;1020
21/9/2020;A7;POTOSÍ;CZ;CALZADOS;518
21/9/2020;A7;POTOSÍ;DD;DEPORTES;972
21/9/2020;A7;POTOSÍ;EE;ELECTRODOMÉSTICOS;1348
21/9/2020;A7;POTOSÍ;HO;PARA EL HOGAR;1558
21/9/2020;A7;POTOSÍ;JU;JUGUETES;987
21/9/2020;A7;POTOSÍ;LI;LIMPIEZA;841
21/9/2020;A7;POTOSÍ;MM;MUEBLES;362
21/9/2020;A7;POTOSÍ;RM;ROPA PARA MUJER;755
21/9/2020;A7;POTOSÍ;RN;ROPA PARA NIÑOS;1469
21/9/2020;A7;POTOSÍ;RV;ROPA PARA VARÓN;976
21/9/2020;A7;POTOSÍ;SM;SMARTPHONES;1446
21/9/2020;A7;POTOSÍ;VA;VARIOS;1179
21/9/2020;A8;TRINIDAD;AC;ACCESORIOS;1354
21/9/2020;A8;TRINIDAD;CC;COMPUTACIÓN;1547
21/9/2020;A8;TRINIDAD;CO;COSMÉTICOS;397
21/9/2020;A8;TRINIDAD;CZ;CALZADOS;827
21/9/2020;A8;TRINIDAD;DD;DEPORTES;550
21/9/2020;A8;TRINIDAD;EE;ELECTRODOMÉSTICOS;1310
21/9/2020;A8;TRINIDAD;HO;PARA EL HOGAR;779
21/9/2020;A8;TRINIDAD;JU;JUGUETES;570
21/9/2020;A8;TRINIDAD;LI;LIMPIEZA;968
21/9/2020;A8;TRINIDAD;MM;MUEBLES;1245
21/9/2020;A8;TRINIDAD;RM;ROPA PARA MUJER;1129
21/9/2020;A8;TRINIDAD;RN;ROPA PARA NIÑOS;326
21/9/2020;A8;TRINIDAD;RV;ROPA PARA VARÓN;1544
21/9/2020;A8;TRINIDAD;SM;SMARTPHONES;1347
21/9/2020;A8;TRINIDAD;VA;VARIOS;1402
21/9/2020;A9;COBIJA;AC;ACCESORIOS;760
21/9/2020;A9;COBIJA;CC;COMPUTACIÓN;1054
21/9/2020;A9;COBIJA;CO;COSMÉTICOS;1059
21/9/2020;A9;COBIJA;CZ;CALZADOS;1105
21/9/2020;A9;COBIJA;DD;DEPORTES;1549
21/9/2020;A9;COBIJA;EE;ELECTRODOMÉSTICOS;1236
21/9/2020;A9;COBIJA;HO;PARA EL HOGAR;467
21/9/2020;A9;COBIJA;JU;JUGUETES;806
21/9/2020;A9;COBIJA;LI;LIMPIEZA;1264
21/9/2020;A9;COBIJA;MM;MUEBLES;1402
21/9/2020;A9;COBIJA;RM;ROPA PARA MUJER;1414
21/9/2020;A9;COBIJA;RN;ROPA PARA NIÑOS;716
21/9/2020;A9;COBIJA;RV;ROPA PARA VARÓN;605
21/9/2020;A9;COBIJA;SM;SMARTPHONES;1192
21/9/2020;A9;COBIJA;VA;VARIOS;478
20/9/2020;A1;LA PAZ;AC;ACCESORIOS;746
20/9/2020;A1;LA PAZ;CC;COMPUTACIÓN;795
20/9/2020;A1;LA PAZ;CO;COSMÉTICOS;489
20/9/2020;A1;LA PAZ;CZ;CALZADOS;341
20/9/2020;A1;LA PAZ;DD;DEPORTES;604
20/9/2020;A1;LA PAZ;EE;ELECTRODOMÉSTICOS;339
20/9/2020;A1;LA PAZ;HO;PARA EL HOGAR;1240
20/9/2020;A1;LA PAZ;JU;JUGUETES;374
20/9/2020;A1;LA PAZ;LI;LIMPIEZA;653
20/9/2020;A1;LA PAZ;MM;MUEBLES;956
20/9/2020;A1;LA PAZ;RM;ROPA PARA MUJER;386
20/9/2020;A1;LA PAZ;RN;ROPA PARA NIÑOS;604
20/9/2020;A1;LA PAZ;RV;ROPA PARA VARÓN;645
20/9/2020;A1;LA PAZ;SM;SMARTPHONES;962
20/9/2020;A1;LA PAZ;VA;VARIOS;488
20/9/2020;A2;COCHABAMBA;AC;ACCESORIOS;1418
20/9/2020;A2;COCHABAMBA;CC;COMPUTACIÓN;1610
20/9/2020;A2;COCHABAMBA;CO;COSMÉTICOS;415
20/9/2020;A2;COCHABAMBA;CZ;CALZADOS;405
20/9/2020;A2;COCHABAMBA;DD;DEPORTES;1631
20/9/2020;A2;COCHABAMBA;EE;ELECTRODOMÉSTICOS;1433
20/9/2020;A2;COCHABAMBA;HO;PARA EL HOGAR;927
20/9/2020;A2;COCHABAMBA;JU;JUGUETES;597
20/9/2020;A2;COCHABAMBA;LI;LIMPIEZA;698
20/9/2020;A2;COCHABAMBA;MM;MUEBLES;1650
20/9/2020;A2;COCHABAMBA;RM;ROPA PARA MUJER;1136
20/9/2020;A2;COCHABAMBA;RN;ROPA PARA NIÑOS;1633
20/9/2020;A2;COCHABAMBA;RV;ROPA PARA VARÓN;764
20/9/2020;A2;COCHABAMBA;SM;SMARTPHONES;1455
20/9/2020;A2;COCHABAMBA;VA;VARIOS;1579
20/9/2020;A3;SANTA CRUZ;AC;ACCESORIOS;1518
20/9/2020;A3;SANTA CRUZ;CC;COMPUTACIÓN;1337
20/9/2020;A3;SANTA CRUZ;CO;COSMÉTICOS;765
20/9/2020;A3;SANTA CRUZ;CZ;CALZADOS;1549
20/9/2020;A3;SANTA CRUZ;DD;DEPORTES;483
20/9/2020;A3;SANTA CRUZ;EE;ELECTRODOMÉSTICOS;1136
20/9/2020;A3;SANTA CRUZ;HO;PARA EL HOGAR;585
20/9/2020;A3;SANTA CRUZ;JU;JUGUETES;350
20/9/2020;A3;SANTA CRUZ;LI;LIMPIEZA;476
20/9/2020;A3;SANTA CRUZ;MM;MUEBLES;1377
20/9/2020;A3;SANTA CRUZ;RM;ROPA PARA MUJER;599
20/9/2020;A3;SANTA CRUZ;RN;ROPA PARA NIÑOS;675
20/9/2020;A3;SANTA CRUZ;RV;ROPA PARA VARÓN;433
20/9/2020;A3;SANTA CRUZ;SM;SMARTPHONES;1344
20/9/2020;A3;SANTA CRUZ;VA;VARIOS;462
20/9/2020;A4;TARIJA;AC;ACCESORIOS;977
20/9/2020;A4;TARIJA;CC;COMPUTACIÓN;932
20/9/2020;A4;TARIJA;CO;COSMÉTICOS;878
20/9/2020;A4;TARIJA;CZ;CALZADOS;1029
20/9/2020;A4;TARIJA;DD;DEPORTES;883
20/9/2020;A4;TARIJA;EE;ELECTRODOMÉSTICOS;1050
20/9/2020;A4;TARIJA;HO;PARA EL HOGAR;1093
20/9/2020;A4;TARIJA;JU;JUGUETES;539
20/9/2020;A4;TARIJA;LI;LIMPIEZA;1357
20/9/2020;A4;TARIJA;MM;MUEBLES;1195
20/9/2020;A4;TARIJA;RM;ROPA PARA MUJER;304
20/9/2020;A4;TARIJA;RN;ROPA PARA NIÑOS;1587
20/9/2020;A4;TARIJA;RV;ROPA PARA VARÓN;1159
20/9/2020;A4;TARIJA;SM;SMARTPHONES;1515
20/9/2020;A4;TARIJA;VA;VARIOS;1218
20/9/2020;A5;SUCRE;AC;ACCESORIOS;749
20/9/2020;A5;SUCRE;CC;COMPUTACIÓN;1250
20/9/2020;A5;SUCRE;CO;COSMÉTICOS;1344
20/9/2020;A5;SUCRE;CZ;CALZADOS;1152
20/9/2020;A5;SUCRE;DD;DEPORTES;308
20/9/2020;A5;SUCRE;EE;ELECTRODOMÉSTICOS;1531
20/9/2020;A5;SUCRE;HO;PARA EL HOGAR;577
20/9/2020;A5;SUCRE;JU;JUGUETES;1097
20/9/2020;A5;SUCRE;LI;LIMPIEZA;1197
20/9/2020;A5;SUCRE;MM;MUEBLES;448
20/9/2020;A5;SUCRE;RM;ROPA PARA MUJER;809
20/9/2020;A5;SUCRE;RN;ROPA PARA NIÑOS;1549
20/9/2020;A5;SUCRE;RV;ROPA PARA VARÓN;1196
20/9/2020;A5;SUCRE;SM;SMARTPHONES;490
20/9/2020;A5;SUCRE;VA;VARIOS;1265
20/9/2020;A6;ORURO;AC;ACCESORIOS;450
20/9/2020;A6;ORURO;CC;COMPUTACIÓN;1416
20/9/2020;A6;ORURO;CO;COSMÉTICOS;908
20/9/2020;A6;ORURO;CZ;CALZADOS;1412
20/9/2020;A6;ORURO;DD;DEPORTES;1092
20/9/2020;A6;ORURO;EE;ELECTRODOMÉSTICOS;727
20/9/2020;A6;ORURO;HO;PARA EL HOGAR;1547
20/9/2020;A6;ORURO;JU;JUGUETES;812
20/9/2020;A6;ORURO;LI;LIMPIEZA;1264
20/9/2020;A6;ORURO;MM;MUEBLES;1594
20/9/2020;A6;ORURO;RM;ROPA PARA MUJER;358
20/9/2020;A6;ORURO;RN;ROPA PARA NIÑOS;1095
20/9/2020;A6;ORURO;RV;ROPA PARA VARÓN;1235
20/9/2020;A6;ORURO;SM;SMARTPHONES;1163
20/9/2020;A6;ORURO;VA;VARIOS;1109
20/9/2020;A7;POTOSÍ;AC;ACCESORIOS;1182
20/9/2020;A7;POTOSÍ;CC;COMPUTACIÓN;976
20/9/2020;A7;POTOSÍ;CO;COSMÉTICOS;1067
20/9/2020;A7;POTOSÍ;CZ;CALZADOS;858
20/9/2020;A7;POTOSÍ;DD;DEPORTES;872
20/9/2020;A7;POTOSÍ;EE;ELECTRODOMÉSTICOS;672
20/9/2020;A7;POTOSÍ;HO;PARA EL HOGAR;921
20/9/2020;A7;POTOSÍ;JU;JUGUETES;824
20/9/2020;A7;POTOSÍ;LI;LIMPIEZA;1239
20/9/2020;A7;POTOSÍ;MM;MUEBLES;1295
20/9/2020;A7;POTOSÍ;RM;ROPA PARA MUJER;725
20/9/2020;A7;POTOSÍ;RN;ROPA PARA NIÑOS;879
20/9/2020;A7;POTOSÍ;RV;ROPA PARA VARÓN;517
20/9/2020;A7;POTOSÍ;SM;SMARTPHONES;1576
20/9/2020;A7;POTOSÍ;VA;VARIOS;1367
20/9/2020;A8;TRINIDAD;AC;ACCESORIOS;1012
20/9/2020;A8;TRINIDAD;CC;COMPUTACIÓN;1122
20/9/2020;A8;TRINIDAD;CO;COSMÉTICOS;928
20/9/2020;A8;TRINIDAD;CZ;CALZADOS;992
20/9/2020;A8;TRINIDAD;DD;DEPORTES;380
20/9/2020;A8;TRINIDAD;EE;ELECTRODOMÉSTICOS;1116
20/9/2020;A8;TRINIDAD;HO;PARA EL HOGAR;525
20/9/2020;A8;TRINIDAD;JU;JUGUETES;1258
20/9/2020;A8;TRINIDAD;LI;LIMPIEZA;1398
20/9/2020;A8;TRINIDAD;MM;MUEBLES;450
20/9/2020;A8;TRINIDAD;RM;ROPA PARA MUJER;1136
20/9/2020;A8;TRINIDAD;RN;ROPA PARA NIÑOS;949
20/9/2020;A8;TRINIDAD;RV;ROPA PARA VARÓN;751
20/9/2020;A8;TRINIDAD;SM;SMARTPHONES;1625
20/9/2020;A8;TRINIDAD;VA;VARIOS;887
20/9/2020;A9;COBIJA;AC;ACCESORIOS;518
20/9/2020;A9;COBIJA;CC;COMPUTACIÓN;1532
20/9/2020;A9;COBIJA;CO;COSMÉTICOS;1642
20/9/2020;A9;COBIJA;CZ;CALZADOS;1079
20/9/2020;A9;COBIJA;DD;DEPORTES;1360
20/9/2020;A9;COBIJA;EE;ELECTRODOMÉSTICOS;820
20/9/2020;A9;COBIJA;HO;PARA EL HOGAR;483
20/9/2020;A9;COBIJA;JU;JUGUETES;1122
20/9/2020;A9;COBIJA;LI;LIMPIEZA;1387
20/9/2020;A9;COBIJA;MM;MUEBLES;860
20/9/2020;A9;COBIJA;RM;ROPA PARA MUJER;1180
20/9/2020;A9;COBIJA;RN;ROPA PARA NIÑOS;1441
20/9/2020;A9;COBIJA;RV;ROPA PARA VARÓN;1020
20/9/2020;A9;COBIJA;SM;SMARTPHONES;863
20/9/2020;A9;COBIJA;VA;VARIOS;1602
19/9/2020;A1;LA PAZ;AC;ACCESORIOS;1480
19/9/2020;A1;LA PAZ;CC;COMPUTACIÓN;1055
19/9/2020;A1;LA PAZ;CO;COSMÉTICOS;1368
19/9/2020;A1;LA PAZ;CZ;CALZADOS;1183
19/9/2020;A1;LA PAZ;DD;DEPORTES;1092
19/9/2020;A1;LA PAZ;EE;ELECTRODOMÉSTICOS;1480
19/9/2020;A1;LA PAZ;HO;PARA EL HOGAR;1398
19/9/2020;A1;LA PAZ;JU;JUGUETES;380
19/9/2020;A1;LA PAZ;LI;LIMPIEZA;1364
19/9/2020;A1;LA PAZ;MM;MUEBLES;1099
19/9/2020;A1;LA PAZ;RM;ROPA PARA MUJER;550
19/9/2020;A1;LA PAZ;RN;ROPA PARA NIÑOS;942
19/9/2020;A1;LA PAZ;RV;ROPA PARA VARÓN;1202
19/9/2020;A1;LA PAZ;SM;SMARTPHONES;1566
19/9/2020;A1;LA PAZ;VA;VARIOS;1073
19/9/2020;A2;COCHABAMBA;AC;ACCESORIOS;729
19/9/2020;A2;COCHABAMBA;CC;COMPUTACIÓN;1026
19/9/2020;A2;COCHABAMBA;CO;COSMÉTICOS;1284
19/9/2020;A2;COCHABAMBA;CZ;CALZADOS;687
19/9/2020;A2;COCHABAMBA;DD;DEPORTES;1182
19/9/2020;A2;COCHABAMBA;EE;ELECTRODOMÉSTICOS;1085
19/9/2020;A2;COCHABAMBA;HO;PARA EL HOGAR;757
19/9/2020;A2;COCHABAMBA;JU;JUGUETES;476
19/9/2020;A2;COCHABAMBA;LI;LIMPIEZA;716
19/9/2020;A2;COCHABAMBA;MM;MUEBLES;1040
19/9/2020;A2;COCHABAMBA;RM;ROPA PARA MUJER;1539
19/9/2020;A2;COCHABAMBA;RN;ROPA PARA NIÑOS;1125
19/9/2020;A2;COCHABAMBA;RV;ROPA PARA VARÓN;1498
19/9/2020;A2;COCHABAMBA;SM;SMARTPHONES;324
19/9/2020;A2;COCHABAMBA;VA;VARIOS;1002
19/9/2020;A3;SANTA CRUZ;AC;ACCESORIOS;948
19/9/2020;A3;SANTA CRUZ;CC;COMPUTACIÓN;1176
19/9/2020;A3;SANTA CRUZ;CO;COSMÉTICOS;1500
19/9/2020;A3;SANTA CRUZ;CZ;CALZADOS;372
19/9/2020;A3;SANTA CRUZ;DD;DEPORTES;1404
19/9/2020;A3;SANTA CRUZ;EE;ELECTRODOMÉSTICOS;1170
19/9/2020;A3;SANTA CRUZ;HO;PARA EL HOGAR;840
19/9/2020;A3;SANTA CRUZ;JU;JUGUETES;479
19/9/2020;A3;SANTA CRUZ;LI;LIMPIEZA;301
19/9/2020;A3;SANTA CRUZ;MM;MUEBLES;500
19/9/2020;A3;SANTA CRUZ;RM;ROPA PARA MUJER;1125
19/9/2020;A3;SANTA CRUZ;RN;ROPA PARA NIÑOS;1018
19/9/2020;A3;SANTA CRUZ;RV;ROPA PARA VARÓN;857
19/9/2020;A3;SANTA CRUZ;SM;SMARTPHONES;1603
19/9/2020;A3;SANTA CRUZ;VA;VARIOS;427
19/9/2020;A4;TARIJA;AC;ACCESORIOS;1049
19/9/2020;A4;TARIJA;CC;COMPUTACIÓN;720
19/9/2020;A4;TARIJA;CO;COSMÉTICOS;1290
19/9/2020;A4;TARIJA;CZ;CALZADOS;1407
19/9/2020;A4;TARIJA;DD;DEPORTES;445
19/9/2020;A4;TARIJA;EE;ELECTRODOMÉSTICOS;832
19/9/2020;A4;TARIJA;HO;PARA EL HOGAR;832
19/9/2020;A4;TARIJA;JU;JUGUETES;1516
19/9/2020;A4;TARIJA;LI;LIMPIEZA;1199
19/9/2020;A4;TARIJA;MM;MUEBLES;980
19/9/2020;A4;TARIJA;RM;ROPA PARA MUJER;810
19/9/2020;A4;TARIJA;RN;ROPA PARA NIÑOS;1098
19/9/2020;A4;TARIJA;RV;ROPA PARA VARÓN;1169
19/9/2020;A4;TARIJA;SM;SMARTPHONES;1504
19/9/2020;A4;TARIJA;VA;VARIOS;1108
19/9/2020;A5;SUCRE;AC;ACCESORIOS;971
19/9/2020;A5;SUCRE;CC;COMPUTACIÓN;1039
19/9/2020;A5;SUCRE;CO;COSMÉTICOS;699
19/9/2020;A5;SUCRE;CZ;CALZADOS;988
19/9/2020;A5;SUCRE;DD;DEPORTES;1443
19/9/2020;A5;SUCRE;EE;ELECTRODOMÉSTICOS;1105
19/9/2020;A5;SUCRE;HO;PARA EL HOGAR;686
19/9/2020;A5;SUCRE;JU;JUGUETES;388
19/9/2020;A5;SUCRE;LI;LIMPIEZA;1454
19/9/2020;A5;SUCRE;MM;MUEBLES;1329
19/9/2020;A5;SUCRE;RM;ROPA PARA MUJER;404
19/9/2020;A5;SUCRE;RN;ROPA PARA NIÑOS;983
19/9/2020;A5;SUCRE;RV;ROPA PARA VARÓN;415
19/9/2020;A5;SUCRE;SM;SMARTPHONES;1177
19/9/2020;A5;SUCRE;VA;VARIOS;1559
19/9/2020;A6;ORURO;AC;ACCESORIOS;1327
19/9/2020;A6;ORURO;CC;COMPUTACIÓN;859
19/9/2020;A6;ORURO;CO;COSMÉTICOS;704
19/9/2020;A6;ORURO;CZ;CALZADOS;1392
19/9/2020;A6;ORURO;DD;DEPORTES;1306
19/9/2020;A6;ORURO;EE;ELECTRODOMÉSTICOS;1556
19/9/2020;A6;ORURO;HO;PARA EL HOGAR;669
19/9/2020;A6;ORURO;JU;JUGUETES;842
19/9/2020;A6;ORURO;LI;LIMPIEZA;804
19/9/2020;A6;ORURO;MM;MUEBLES;1092
19/9/2020;A6;ORURO;RM;ROPA PARA MUJER;1093
19/9/2020;A6;ORURO;RN;ROPA PARA NIÑOS;1045
19/9/2020;A6;ORURO;RV;ROPA PARA VARÓN;1524
19/9/2020;A6;ORURO;SM;SMARTPHONES;464
19/9/2020;A6;ORURO;VA;VARIOS;1396
19/9/2020;A7;POTOSÍ;AC;ACCESORIOS;1229
19/9/2020;A7;POTOSÍ;CC;COMPUTACIÓN;828
19/9/2020;A7;POTOSÍ;CO;COSMÉTICOS;1523
19/9/2020;A7;POTOSÍ;CZ;CALZADOS;1015
19/9/2020;A7;POTOSÍ;DD;DEPORTES;1183
19/9/2020;A7;POTOSÍ;EE;ELECTRODOMÉSTICOS;1562
19/9/2020;A7;POTOSÍ;HO;PARA EL HOGAR;1460
19/9/2020;A7;POTOSÍ;JU;JUGUETES;1096
19/9/2020;A7;POTOSÍ;LI;LIMPIEZA;1272
19/9/2020;A7;POTOSÍ;MM;MUEBLES;1525
19/9/2020;A7;POTOSÍ;RM;ROPA PARA MUJER;1097
19/9/2020;A7;POTOSÍ;RN;ROPA PARA NIÑOS;315
19/9/2020;A7;POTOSÍ;RV;ROPA PARA VARÓN;680
19/9/2020;A7;POTOSÍ;SM;SMARTPHONES;1238
19/9/2020;A7;POTOSÍ;VA;VARIOS;490
19/9/2020;A8;TRINIDAD;AC;ACCESORIOS;978
19/9/2020;A8;TRINIDAD;CC;COMPUTACIÓN;376
19/9/2020;A8;TRINIDAD;CO;COSMÉTICOS;1034
19/9/2020;A8;TRINIDAD;CZ;CALZADOS;687
19/9/2020;A8;TRINIDAD;DD;DEPORTES;1120
19/9/2020;A8;TRINIDAD;EE;ELECTRODOMÉSTICOS;1333
19/9/2020;A8;TRINIDAD;HO;PARA EL HOGAR;1547
19/9/2020;A8;TRINIDAD;JU;JUGUETES;473
19/9/2020;A8;TRINIDAD;LI;LIMPIEZA;1456
19/9/2020;A8;TRINIDAD;MM;MUEBLES;1571
19/9/2020;A8;TRINIDAD;RM;ROPA PARA MUJER;369
19/9/2020;A8;TRINIDAD;RN;ROPA PARA NIÑOS;514
